timestamp,Open,High,Low,Close,Volume
2025-04-10 10:28:00,81992.13,82000.01,81986.57,81997.89,21.6208
2025-04-10 10:29:00,81997.9,82019.26,81989.42,82019.26,8.62173
2025-04-10 10:30:00,82019.26,82020.91,81984.74,81996.14,8.26522
2025-04-10 10:31:00,81996.14,81996.14,81964.03,81996.13,9.05048
2025-04-10 10:32:00,81996.13,82049.06,81951.75,81961.99,28.0207
2025-04-10 10:33:00,81962.0,81967.47,81928.0,81935.99,3.49026
2025-04-10 10:34:00,81935.99,81952.98,81930.81,81952.49,6.06206
2025-04-10 10:35:00,81952.5,81976.76,81924.96,81956.53,10.28394
2025-04-10 10:36:00,81956.52,82000.0,81954.71,81999.99,8.02149
2025-04-10 10:37:00,82000.0,82083.31,81999.99,82070.4,46.07642
2025-04-10 10:38:00,82070.39,82076.0,82040.58,82073.97,7.15022
2025-04-10 10:39:00,82073.96,82122.0,82073.96,82092.66,22.40335
2025-04-10 10:40:00,82092.66,82105.5,82043.68,82055.02,17.28051
2025-04-10 10:41:00,82055.02,82127.95,82055.01,82120.43,6.00852
2025-04-10 10:42:00,82120.43,82130.44,82112.41,82112.41,5.27691
2025-04-10 10:43:00,82112.42,82134.51,82112.41,82125.78,3.53673
2025-04-10 10:44:00,82125.78,82127.24,82100.41,82100.42,13.85674
2025-04-10 10:45:00,82100.42,82127.44,82075.42,82116.3,9.83288
2025-04-10 10:46:00,82116.3,82156.76,82116.3,82143.84,9.04576
2025-04-10 10:47:00,82143.83,82160.01,82134.5,82144.31,18.22561
2025-04-10 10:48:00,82144.3,82147.78,82052.93,82074.55,38.50555
2025-04-10 10:49:00,82074.99,82106.6,82074.99,82104.01,2.54211
2025-04-10 10:50:00,82104.0,82120.0,82084.26,82084.26,5.40855
2025-04-10 10:51:00,82084.26,82084.27,82035.05,82063.37,17.09494
2025-04-10 10:52:00,82063.36,82152.63,82063.36,82146.85,7.69249
2025-04-10 10:53:00,82146.77,82146.81,82125.19,82134.77,6.24248
2025-04-10 10:54:00,82134.77,82217.4,82134.76,82178.02,26.91208
2025-04-10 10:55:00,82178.02,82178.02,82133.93,82158.54,4.65515
2025-04-10 10:56:00,82158.53,82190.0,82156.0,82189.99,12.67849
2025-04-10 10:57:00,82190.0,82190.0,82171.37,82172.75,4.27729
2025-04-10 10:58:00,82172.75,82188.31,82172.75,82177.01,9.49471
2025-04-10 10:59:00,82177.0,82177.01,82152.15,82163.99,7.00688
2025-04-10 11:00:00,82164.0,82176.14,82154.85,82176.14,6.44102
2025-04-10 11:01:00,82176.16,82197.49,82176.16,82197.48,3.84151
2025-04-10 11:02:00,82197.49,82217.4,82197.49,82202.41,5.19197
2025-04-10 11:03:00,82202.41,82202.42,82154.9,82171.75,8.77061
2025-04-10 11:04:00,82171.81,82171.82,82150.26,82150.27,66.47342
2025-04-10 11:05:00,82150.27,82212.59,82150.27,82211.91,7.17187
2025-04-10 11:06:00,82211.9,82211.91,82154.42,82154.42,5.69201
2025-04-10 11:07:00,82154.42,82154.43,82125.19,82125.19,7.06236
2025-04-10 11:08:00,82125.2,82141.49,82100.0,82100.0,11.45425
2025-04-10 11:09:00,82100.0,82150.0,82100.0,82140.01,13.52512
2025-04-10 11:10:00,82140.0,82160.0,82128.98,82159.99,9.4608
2025-04-10 11:11:00,82159.99,82229.77,82159.99,82220.6,31.21151
2025-04-10 11:12:00,82220.6,82230.0,82210.07,82210.08,9.56657
2025-04-10 11:13:00,82210.08,82220.12,82158.27,82174.95,6.97014
2025-04-10 11:14:00,82174.95,82200.2,82170.55,82183.65,5.20065
2025-04-10 11:15:00,82183.65,82241.4,82183.64,82208.29,20.53418
2025-04-10 11:16:00,82208.3,82232.61,82166.37,82166.38,8.78705
2025-04-10 11:17:00,82166.38,82173.92,82160.94,82173.91,3.77452
2025-04-10 11:18:00,82173.91,82173.92,82117.6,82146.65,9.76118
2025-04-10 11:19:00,82146.64,82146.65,82096.22,82096.22,6.44152
2025-04-10 11:20:00,82096.23,82096.23,82056.01,82064.86,31.83714
2025-04-10 11:21:00,82064.86,82127.77,82064.86,82108.02,10.07636
2025-04-10 11:22:00,82108.02,82108.02,82078.0,82093.47,7.80062
2025-04-10 11:23:00,82093.46,82100.01,82093.46,82100.01,3.15974
2025-04-10 11:24:00,82100.0,82120.81,82097.89,82117.01,7.15383
2025-04-10 11:25:00,82117.01,82157.1,82117.0,82156.85,7.8108
2025-04-10 11:26:00,82156.85,82166.0,82086.3,82110.12,43.14937
2025-04-10 11:27:00,82110.12,82239.85,82110.11,82180.0,75.63785
2025-04-10 11:28:00,82179.99,82180.0,82146.0,82173.92,4.10945
2025-04-10 11:29:00,82173.92,82180.36,82158.03,82158.03,8.91972
2025-04-10 11:30:00,82158.03,82160.63,82118.84,82118.85,40.69203
2025-04-10 11:31:00,82118.84,82151.96,82118.84,82124.32,60.02784
2025-04-10 11:32:00,82124.32,82284.91,82084.11,82282.36,38.35047
2025-04-10 11:33:00,82282.37,82282.37,82128.53,82134.99,13.13126
2025-04-10 11:34:00,82134.99,82232.6,82134.99,82160.59,16.83372
2025-04-10 11:35:00,82160.58,82274.82,82160.58,82274.81,16.04
2025-04-10 11:36:00,82274.81,82274.82,82248.32,82248.59,6.05905
2025-04-10 11:37:00,82248.59,82297.11,82248.58,82297.11,13.8414
2025-04-10 11:38:00,82297.1,82297.11,82264.14,82270.56,13.48952
2025-04-10 11:39:00,82271.29,82286.9,82266.22,82269.24,4.58226
2025-04-10 11:40:00,82269.23,82344.3,82269.23,82344.28,20.53931
2025-04-10 11:41:00,82344.28,82344.29,82306.62,82306.62,12.73628
2025-04-10 11:42:00,82306.63,82334.37,82306.63,82306.63,6.86103
2025-04-10 11:43:00,82306.64,82306.64,82276.03,82289.99,4.15834
2025-04-10 11:44:00,82289.99,82290.0,82262.02,82262.03,4.33617
2025-04-10 11:45:00,82262.02,82273.3,82236.43,82268.16,5.43585
2025-04-10 11:46:00,82268.16,82271.81,82227.05,82227.06,4.73525
2025-04-10 11:47:00,82227.06,82230.0,82210.83,82229.99,4.03822
2025-04-10 11:48:00,82229.99,82268.16,82229.99,82268.16,4.72401
2025-04-10 11:49:00,82268.16,82268.16,82222.53,82222.54,5.66727
2025-04-10 11:50:00,82222.54,82256.49,82222.54,82245.31,16.17235
2025-04-10 11:51:00,82245.32,82251.17,82210.0,82224.6,5.00619
2025-04-10 11:52:00,82224.6,82232.82,82196.0,82196.0,9.15792
2025-04-10 11:53:00,82196.0,82230.27,82176.6,82230.26,13.29472
2025-04-10 11:54:00,82230.26,82249.98,82222.04,82222.04,6.69447
2025-04-10 11:55:00,82222.04,82222.05,82198.13,82198.14,19.32091
2025-04-10 11:56:00,82198.13,82212.13,82173.91,82173.91,4.06808
2025-04-10 11:57:00,82173.92,82173.92,82069.99,82073.93,23.15493
2025-04-10 11:58:00,82073.93,82082.0,82059.15,82081.99,22.27278
2025-04-10 11:59:00,82081.99,82086.96,82063.48,82077.64,10.58976
2025-04-10 12:00:00,82077.64,82098.1,82043.47,82043.48,15.84636
2025-04-10 12:01:00,82043.48,82043.48,82000.38,82028.01,15.71447
2025-04-10 12:02:00,82028.0,82028.01,81996.05,82013.99,9.1193
